max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,SaftyDegree,TET,TIT,dece,JerkViolation,JerkExceededArea,avgJerk
5801.9235,0.1452,1.008,0.2433,0.5819,9.9245,2404.951,0.2666,1.7661,0.2552,31.903,1203.709,2.002256148,0.509,0.6,4.636,0.25,9.19471,19.89102
5659.6385,0.1576,1.1008,0.2768,0.5704,10.3451,2602.1773,0.2743,1.9291,0.2533,32.2233,1225.7498,1.711225951,0.691,0.75,4.382,0.4,16.76716,27.66661
5804.471,0.1526,1.072,0.2693,0.5182,10.0963,2413.6605,0.2743,1.8914,0.2633,31.7926,1204.3025,2.047002821,0.728,0.8,4.08,0.6,17.14299,26.83765
5800.9428,0.1545,1.072,0.2695,0.52,10.0963,2402.33,0.2741,1.8767,0.2571,31.9016,1209.4236,2.071200029,0.567,0.7,4.565,0.35,17.93577,31.56429
5824.4851,0.1537,1.1012,0.2778,0.5339,10.3365,2612.1937,0.2747,1.9319,0.2677,32.1752,1225.912,3.0673015,0.585,0.7,4.465,0.35,13.10941,25.62581
5820.934,0.161,1.0888,0.2674,0.505,10.3404,2417.392,0.289,1.866,0.2584,31.8637,1203.2274,1.812374076,0.761,0.8,4.391,0.55,21.89674,33.44579
5804.477,0.1526,1.072,0.2692,0.5159,10.0963,2402.33,0.2741,1.8915,0.2547,31.7926,1216.8916,1.941480791,0.823,0.85,3.519,0.7,18.05934,26.6162
5804.477,0.1526,1.072,0.2693,0.5175,10.0963,2402.33,0.275,1.8914,0.2618,31.7926,1204.3025,2.529421213,0.482,0.65,4.634,0.35,13.18078,25.77619
5820.7444,0.1581,1.0162,0.2438,0.5694,9.9235,2417.3794,0.2741,1.8381,0.255,31.9993,1221.2178,2.456339227,0.541,0.65,4.434,0.3,17.66893,33.71654
5820.7444,0.143,1.0162,0.2454,0.5703,9.9235,2417.3794,0.2741,1.8362,0.2554,31.9378,1204.8085,1.487677742,0.817,0.85,4.402,0.55,19.51518,28.07248
5807.5476,0.1573,1.1324,0.2673,0.5805,10.374,2635.4302,0.2822,1.9288,0.258,31.8832,1221.5219,1.099696419,0.969,0.9,3.936,0.45,6.93039,11.17141
5807.5476,0.1573,1.1324,0.2632,0.5805,10.374,2635.4302,0.2821,1.9288,0.258,31.8832,1221.0857,1.426427599,0.96,0.9,4.002,0.45,7.05941,11.33486
5807.5476,0.1571,1.1322,0.2673,0.5672,10.374,2583.2322,0.2822,1.929,0.258,31.8842,1221.5219,1.502070647,0.803,0.8,3.952,0.45,6.62775,11.4521
5821.7349,0.1552,1.1807,0.2773,0.501,10.3423,2598.7879,0.2817,1.9267,0.2697,32.2192,1221.6427,1.590370649,0.778,0.8,4.691,0.45,13.73208,21.40342
5823.8004,0.1571,1.1023,0.2876,0.5695,10.3427,2591.6941,0.2748,1.9231,0.2583,32.2061,1205.1002,1.173951187,1.034,0.95,3.944,0.5,6.88862,10.55692
5809.9973,0.1481,1.1007,0.2895,0.5695,10.3428,2602.1766,0.2746,1.9231,0.2583,32.2042,1205.1002,1.714654449,0.874,0.85,3.77,0.5,8.59851,13.45509
5800.9428,0.1525,1.1356,0.2694,0.5829,10.0963,2613.5511,0.2741,1.8915,0.2633,31.9016,1217.0125,1.425340123,0.869,0.85,3.892,0.4,5.94659,9.79732
5809.046,0.1574,1.0984,0.2765,0.5695,10.3428,2637.4828,0.2748,1.9231,0.2582,32.2867,1226.0737,1.099646536,0.967,0.9,3.944,0.5,8.0529,12.09634
5801.4199,0.1438,1.0722,0.2665,0.5494,10.2541,2426.6016,0.2749,1.8439,0.2581,31.8575,1220.6778,2.042822445,0.638,0.75,4.32,0.5,17.99784,29.81961
5800.9428,0.1452,1.008,0.2691,0.5819,10.2375,2404.7774,0.2666,1.7661,0.2592,31.903,1203.9091,2.518621412,0.613,0.7,4.809,0.35,12.4262,22.39533
5800.9428,0.1452,1.008,0.2692,0.5819,10.2375,2404.7774,0.2666,1.7647,0.2592,31.812,1203.9091,1.80565652,0.654,0.75,4.032,0.5,23.47034,38.24589
5821.6187,0.1479,1.1009,0.2773,0.5339,10.3365,2601.1873,0.2747,1.9297,0.2602,32.2146,1225.8828,2.873017545,0.828,0.85,4.526,0.6,19.10261,27.64641
5820.1766,0.1573,1.0888,0.2721,0.505,10.1211,2415.2298,0.2811,1.8656,0.2604,31.8601,1203.2274,3.323665391,0.87,0.9,3.642,0.7,18.84787,27.66273
5820.2819,0.1574,1.0888,0.272,0.505,10.0421,2415.2298,0.2811,1.8656,0.2604,31.7879,1203.2274,2.318317228,0.483,0.65,4.603,0.3,16.24294,31.11794
5802.0877,0.1526,1.0718,0.269,0.52,10.2495,2391.323,0.2747,1.8891,0.2601,31.8321,1209.3945,1.957724192,0.634,0.75,4.682,0.4,16.13312,28.77142
5821.6187,0.1477,1.1009,0.2899,0.5339,10.3365,2601.1873,0.2747,1.9297,0.2604,32.2041,1204.9103,3.294234829,0.679,0.75,4.367,0.4,16.3192,26.82488
5868.3741,0.1531,1.102,0.2763,0.5829,10.3197,2602.5265,0.2814,1.9406,0.2698,31.9242,1204.2934,1.213825734,0.955,0.9,4.089,0.5,7.65355,11.53542
5805.0972,0.1481,1.1324,0.2694,0.5829,10.1827,2611.787,0.2742,1.887,0.2602,31.8825,1216.7747,1.181424548,1.016,0.95,4.063,0.5,6.96127,10.7038
5801.4052,0.1439,1.0746,0.2664,0.5494,10.2541,2425.7977,0.2749,1.8437,0.2581,31.859,1220.6628,1.803529767,0.667,0.75,4.604,0.45,14.39437,24.0852
5821.7349,0.1604,1.178,0.2773,0.5342,10.3423,2598.7238,0.2819,1.9267,0.2697,32.2192,1221.5172,2.109086644,0.552,0.65,4.563,0.3,14.13429,27.2583
5820.934,0.157,1.0888,0.2674,0.505,10.3401,2418.6011,0.289,1.8654,0.2584,31.8637,1203.2274,1.724586527,0.746,0.8,4.489,0.45,20.10395,32.86468
5821.7349,0.1602,1.178,0.2773,0.5351,10.3423,2598.7238,0.2819,1.9267,0.2697,32.2192,1221.5172,1.29862492,1.061,0.95,3.859,0.55,9.26402,12.87531
5821.7349,0.1527,1.178,0.2773,0.5033,10.3423,2598.7238,0.281,1.9267,0.2697,32.2192,1217.9012,4.176143981,0.662,0.75,4.888,0.3,11.49709,20.59663
5820.3132,0.1572,1.0888,0.2773,0.5352,10.3371,2418.6011,0.2811,1.8654,0.2592,31.8601,1218.1767,2.368412093,0.664,0.75,4.613,0.4,18.69725,33.04698
5820.3132,0.1572,1.0888,0.2674,0.505,10.337,2418.6011,0.2811,1.8654,0.2582,31.8601,1203.2274,1.196564425,1.058,0.95,3.808,0.6,9.85611,13.66959
5800.9425,0.1545,1.0077,0.2695,0.5819,10.2375,2415.714,0.2747,1.7593,0.2594,32.0029,1209.9899,2.506752243,0.314,0.45,5.021,0.1,2.57675,8.39363
5800.9425,0.1439,1.0077,0.2695,0.5819,10.2375,2403.7467,0.2743,1.7593,0.2593,31.903,1209.9899,2.013286463,0.58,0.7,4.699,0.35,14.17592,25.37109
5659.6385,0.1576,1.1008,0.2671,0.5047,10.3451,2602.1773,0.2743,1.9291,0.2601,31.8365,1225.7498,2.595155873,0.795,0.8,3.924,0.4,6.72813,11.46892
5063.2859,0.156,1.112,0.2713,0.4292,10.0934,2684.6738,0.2626,1.9684,0.2367,31.7085,1243.8752,0.953128503,0.938,0.85,4.827,0.45,12.72217,18.54209
5063.3543,0.1556,1.112,0.2713,0.4282,10.0933,2657.9408,0.2621,1.9684,0.2367,31.7085,1243.8752,0.892210389,1.208,1,4.844,0.45,16.5909,22.2291
5347.6107,0.1556,1.0014,0.3323,0.5321,10.1006,2684.8506,0.3139,1.4267,0.2459,36.0017,1286.9128,2.213973625,0.54,0.65,4.297,0.3,11.58303,22.62091
5153.8322,0.16,1.1456,0.281,0.4467,10.0708,2684.8538,0.2687,1.9761,0.2367,31.8046,1248.5993,2.420058405,0.855,0.8,4.743,0.35,10.77675,16.72017
4965.2362,0.1556,1.0014,0.3345,0.5321,10.1006,2682.9718,0.3131,1.4267,0.2353,36.0017,1309.5525,0.70969397,1.141,0.95,4.458,0.4,11.87378,15.23698
5038.4758,0.1553,1.0144,0.3337,0.49,10.0762,2691.3584,0.2738,1.4267,0.2357,36.1444,1281.6033,1.430529765,0.897,0.85,4.571,0.35,10.98589,15.99469
5061.3899,0.1563,1.2041,0.3339,0.4601,10.0755,2683.6885,0.2781,2.0678,0.2426,31.7877,1223.8548,-0.518472518,1.308,1.05,4.834,0.5,17.5886,22.24113
4943.2278,0.1597,1.0025,0.2769,0.4268,10.0134,2574.4543,0.2735,1.3853,0.2362,35.3824,1245.1137,-1.580755213,1.883,1.5,4.847,0.55,11.29974,14.18291
5347.6107,0.1556,1.0409,0.3323,0.5321,10.1006,2691.1147,0.3129,1.4267,0.2454,36.0017,1286.9128,2.225832934,0.713,0.75,3.974,0.4,14.01358,23.34103
5039.8092,0.1553,1.0144,0.3337,0.4952,10.0762,2691.3584,0.2738,1.4267,0.2357,36.1128,1288.2188,1.112649537,0.929,0.85,4.641,0.35,11.0683,16.0028
5324.2281,0.16,1.1774,0.2779,0.4739,10.3131,2683.3942,0.2698,2.0508,0.2367,31.7852,1227.3219,2.393131699,0.527,0.65,3.901,0.3,6.58184,13.789
5324.5035,0.1556,1.0014,0.2793,0.5321,10.0998,2683.4771,0.3139,1.4379,0.2362,35.8313,1286.9128,1.405322591,0.861,0.85,3.795,0.65,14.08204,21.12331
5063.2859,0.156,1.112,0.2795,0.4292,10.0934,2684.6738,0.2628,1.9684,0.2367,31.7099,1232.5224,1.084689079,1.007,0.9,4.629,0.5,16.06066,21.71964
5153.8322,0.1541,1.1456,0.281,0.4467,10.0708,2684.8538,0.2687,1.9761,0.2367,31.8046,1248.5993,2.111182957,0.563,0.7,4.036,0.35,7.73489,16.06547
5055.2452,0.1537,1.0202,0.2779,0.4846,10.1866,2649.1121,0.2732,1.4387,0.2357,35.5566,1288.5898,10.13969825,1.02,0.9,4.753,0.4,12.85343,17.39636
5043.4064,0.1602,1.2143,0.3571,0.4733,10.0946,2683.9655,0.2685,2.063,0.2422,31.7945,1222.5541,1.728133036,0.785,0.8,4.822,0.25,9.64295,15.98328
4926.5152,0.1563,1.0014,0.3345,0.5323,10.1011,2683.7105,0.3115,1.4267,0.2353,36.0017,1309.5525,0.467233657,1.214,1,4.629,0.45,12.61095,16.24427
4949.3331,0.1563,1.2041,0.3339,0.4741,10.0755,2683.6795,0.2781,2.0665,0.2428,31.7877,1223.9086,2.163974431,0.811,0.8,4.688,0.45,14.39049,22.24259
4943.1388,0.1597,1.0024,0.2776,0.4268,10.0068,2567.2193,0.2677,1.3829,0.2355,35.7108,1231.1141,-2.9172528,0,0,3.651,0.6,6.23352,10.19971
4943.1388,0.1597,1.0024,0.2776,0.4268,10.0068,2579.8284,0.2677,1.3829,0.2355,35.7108,1231.1141,2.010470117,0.946,0.85,4.86,0.4,10.78995,15.80206
4943.2278,0.1597,1.0025,0.2776,0.4268,10.0163,2579.8284,0.2735,1.3829,0.2354,35.7122,1231.1141,-0.72571369,0,0,3.667,0.55,9.8693,12.62553
5050.127,0.1607,1.0024,0.2779,0.4268,10.0008,2687.3284,0.2677,1.3829,0.2355,35.7108,1231.1756,1.298960217,1.069,0.9,4.688,0.35,12.036,16.43754
4924.5054,0.1556,1.0028,0.2776,0.4268,10.0165,2579.8284,0.2677,1.3829,0.2359,35.7108,1227.1812,-3.087389207,0,0,3.332,0.55,6.58253,11.8764
4924.5054,0.1556,1.029,0.2776,0.4268,10.0165,2579.8284,0.2677,1.3829,0.2359,35.7108,1227.1812,-1.877789756,1.051,0.85,4.329,0.5,11.56096,14.52074
5038.4758,0.1551,1.0013,0.3337,0.49,10.0756,2691.3584,0.2738,1.4266,0.2357,36.1444,1281.6033,-1.291660734,1.321,1.05,4.712,0.45,12.16591,15.71452
5040.5029,0.16,1.1774,0.2779,0.4847,10.3131,2685.2578,0.2723,2.0504,0.2367,31.7113,1227.3219,3.650000028,0.941,0.85,4.794,0.3,10.63399,16.33582
5327.1054,0.16,1.1774,0.2779,0.4847,10.3131,2671.519,0.2698,2.0504,0.2367,31.7088,1227.3219,0.733744501,1.102,0.95,4.754,0.4,13.73357,18.48867
5327.4624,0.16,1.1774,0.2779,0.4845,10.3086,2671.519,0.2698,2.0504,0.2389,31.7088,1226.0998,10.4432221,0.967,0.85,4.734,0.35,10.83144,15.6867
5325.8868,0.16,1.1725,0.2779,0.4847,10.3185,2671.519,0.2698,2.0504,0.2302,31.7088,1227.3219,0.712264848,1.033,0.9,4.745,0.35,12.0937,16.29835
5142.3376,0.156,1.109,0.2776,0.4267,9.991,2658.0512,0.2723,1.9684,0.2452,31.7186,1242.1095,1.274151979,0.846,0.8,4.845,0.35,14.54801,22.10944
4937.7527,0.1602,1.109,0.2801,0.4267,9.991,2653.8639,0.2687,1.9684,0.2369,31.7186,1242.1095,0.640888347,1.215,1,4.82,0.55,17.85959,22.71188
4941.21,0.16,1.1456,0.28,0.4467,10.0708,2684.8632,0.2687,1.9712,0.2371,31.7963,1224.9374,1.350742975,0.851,0.8,4.785,0.35,13.24172,20.23849
5044.8393,0.1587,1.0202,0.2742,0.5305,10.1889,2695.6088,0.2735,1.4345,0.2357,35.8994,1287.653,1.363123207,0.931,0.85,4.667,0.3,8.04687,11.87499
5061.3899,0.1563,1.2046,0.3339,0.4601,10.0754,2683.6906,0.2688,2.0621,0.2422,31.7877,1223.8548,1.572681185,0.79,0.8,4.697,0.3,10.66861,17.63565
5061.3899,0.1547,1.2046,0.3339,0.4601,10.0754,2683.6906,0.2625,2.0621,0.2422,31.7877,1223.8548,1.283303645,0.858,0.8,4.686,0.35,12.55828,19.26218
5351.0218,0.1556,1.0014,0.3344,0.5321,10.1006,2684.773,0.3139,1.4267,0.2461,36.0017,1308.9175,1.29542438,0.923,0.9,3.571,0.7,17.75808,24.63557
5040.5102,0.1553,1.001,0.2776,0.4744,10.0725,2655.9149,0.2953,1.4266,0.2357,35.898,1224.5723,-0.37794442,1.335,1.1,4.541,0.5,18.04843,16.97437
5044.7269,0.1586,1.0202,0.2742,0.4775,10.1889,2650.4754,0.2732,1.4343,0.2357,35.5332,1288.5898,-2.245925473,0,0,3.872,0.55,7.64002,10.67453
5040.5102,0.1553,1.001,0.2776,0.4744,10.0725,2657.2342,0.2953,1.4266,0.2382,35.898,1224.5723,1.562080491,0.959,0.85,4.44,0.35,10.52321,15.27251
4952.2105,0.1563,1.2041,0.3339,0.485,10.0755,2671.8044,0.2781,2.0661,0.2428,31.7105,1223.9086,1.748923698,0.74,0.75,4.789,0.2,7.22716,13.07794
4941.0625,0.1563,1.1416,0.2808,0.4467,10.0708,2676.2406,0.2687,1.971,0.2368,31.7306,1247.2756,1.554657161,0.873,0.8,4.839,0.35,13.43994,20.52244
5039.7808,0.1587,1.0202,0.3637,0.4775,10.1895,2656.0705,0.2732,1.4266,0.2357,35.8811,1288.5898,1.380359486,1.068,0.9,4.833,0.4,9.98579,13.81699
5040.5166,0.1587,1.0314,0.3711,0.4775,10.1853,2656.0705,0.2732,1.4266,0.2361,36.038,1288.5898,-1.405358551,1.303,1.05,4.464,0.65,15.39099,13.37997
5040.5166,0.1587,1.0301,0.3637,0.4775,10.1895,2656.0705,0.2732,1.4266,0.2357,36.038,1288.5898,1.13343746,0.876,0.8,4.707,0.3,7.25177,11.51649
5323.9657,0.1556,1.0149,0.3323,0.5321,10.3172,2684.8506,0.3139,1.4267,0.2459,36.0017,1288.388,1.875369843,0.777,0.8,4.164,0.45,14.11382,22.20655
4941.9754,0.1563,1.1058,0.2807,0.4291,10.0723,2658.1855,0.2621,1.9683,0.2368,31.7085,1222.929,2.599401603,0.892,0.85,4.357,0.55,14.16328,20.91389
5039.7808,0.1601,1.0202,0.3637,0.4775,10.1895,2692.1278,0.2736,1.4266,0.2357,35.6594,1288.5898,2.433815336,0.952,0.85,4.678,0.25,7.05489,10.50078
4924.3891,0.1555,1.0028,0.2769,0.4268,10.2841,2579.8284,0.2676,1.3828,0.2359,35.7108,1227.1812,0.520368507,1.146,0.95,4.832,0.4,12.41549,16.95474
5040.5029,0.16,1.1774,0.2779,0.4847,10.4437,2685.2578,0.2723,2.0504,0.2367,31.7113,1227.3219,1.428518719,0.888,0.85,5.04,0.3,11.4405,17.59897
5042.3972,0.1605,1.1718,0.2742,0.4825,10.0723,2685.9866,0.2688,2.0495,0.2469,31.7212,1244.7588,0.722792511,0.991,0.85,4.689,0.35,16.49523,23.23545
5786.7668,0.1551,1.1971,0.2224,0.5797,10.2634,2683.0711,0.2662,1.9973,0.2606,31.8249,1252.5057,2.722854469,0.808,0.85,3.939,0.65,17.61786,25.83896
5856.1374,0.1579,1.1982,0.2434,0.5045,10.2042,2685.0382,0.2647,2.0269,0.2626,31.8247,1216.291,1.002859623,1.053,0.95,3.828,0.5,9.10256,12.66511
5827.801,0.1589,1.1211,0.2171,0.4799,9.6832,2391.7309,0.3149,1.748,0.2598,31.8995,1259.3549,1.92373745,0.652,0.75,4.476,0.5,16.44543,27.45525
5785.7417,0.155,1.0546,0.2187,0.5833,10.1072,2573.3053,0.2638,1.4093,0.2608,34.1135,1236.6885,1.368487986,0.884,0.9,3.674,0.65,20.23727,27.51568
5856.1374,0.1579,1.1944,0.2434,0.5045,10.0154,2685.0649,0.2647,2.0269,0.2625,31.8247,1216.6987,1.871578342,0.672,0.75,4.031,0.4,17.64211,28.92392
5785.6383,0.156,1.0261,0.216,0.4795,9.6621,2399.4007,0.263,1.4226,0.2418,33.786,1233.7445,2.039722274,0.794,0.85,4.206,0.6,17.82828,25.98845
5784.6379,0.1579,1.1972,0.2426,0.5045,10.2023,2687.6907,0.2647,2.0269,0.2626,31.8247,1216.218,1.162239672,0.944,0.9,3.886,0.45,7.44857,11.86557
5856.386,0.155,1.1952,0.2426,0.5676,10.1872,2672.7128,0.263,2.017,0.2612,31.7359,1258.3309,3.144910173,0.978,0.9,3.685,0.5,7.871,11.83867
5857.6572,0.1551,1.1974,0.2426,0.5504,10.2615,2675.2448,0.2629,2.0399,0.2617,31.7229,1269.8793,2.049186048,0.492,0.6,5.138,0.15,3.08312,7.89982
5833.7762,0.156,1.1873,0.216,0.4797,10.0689,2399.4007,0.263,1.4226,0.2418,33.786,1233.9685,2.038384905,0.596,0.7,4.423,0.4,20.50095,36.084
5786.9612,0.1551,1.0546,0.219,0.5833,10.1072,2573.3053,0.2638,1.4093,0.2609,34.1135,1236.6885,1.18363728,0.982,0.95,3.656,0.65,18.1557,23.49328
5856.1374,0.1579,1.1944,0.2433,0.5045,10.0166,2684.5961,0.2998,2.027,0.2625,31.8247,1216.1249,1.149453834,1.17,1,3.956,0.6,10.70636,14.69528
5828.6186,0.1602,1.1853,0.2171,0.5728,10.0652,2407.9138,0.2587,1.4611,0.2623,33.7845,1231.4203,2.299823996,0.647,0.75,4.53,0.4,17.56838,28.8056
5783.2678,0.1544,1.1753,0.2505,0.5798,9.8129,2693.8975,0.2635,1.9936,0.2398,31.7244,1241.1949,1.55910739,0.743,0.75,4.954,0.2,4.80339,9.04843
5786.3116,0.156,1.0186,0.216,0.4795,10.1758,2411.104,0.3149,1.4226,0.2414,33.7862,1251.895,1.569029758,0.899,0.9,4.081,0.55,21.84789,31.23791
5831.0946,0.1549,1.1943,0.2475,0.4774,10.201,2672.6147,0.2653,2.0241,0.2694,31.7368,1259.1924,2.101781671,0.597,0.7,4.648,0.35,13.36109,26.08563
5786.7668,0.1551,1.1971,0.2426,0.5704,10.2634,2685.0382,0.2662,1.9972,0.2608,31.8249,1252.5057,2.397996627,0.714,0.75,4.862,0.25,6.99915,12.90161
5816.1367,0.1551,1.1973,0.2426,0.5523,9.9823,2672.7128,0.2629,2.0243,0.2391,31.7367,1256.3392,1.523635409,0.943,0.9,3.719,0.5,9.62524,14.0362
5854.8467,0.1633,1.1975,0.2426,0.5523,10.1083,2694.2332,0.2629,2.0248,0.2716,31.7367,1258.3058,1.259492137,0.983,0.9,4.03,0.5,7.16832,10.96338
5814.9172,0.16,1.1973,0.2422,0.5523,10.2266,2672.7128,0.2628,2.0243,0.239,31.7367,1256.3392,0.710069885,1.092,0.95,3.808,0.55,8.27226,11.76289
5853.6365,0.1627,1.1794,0.2472,0.5051,10.1923,2693.2973,0.2803,2.0398,0.2703,31.7352,1258.2285,1.641781104,0.938,0.95,3.912,0.7,18.51978,25.51005
5786.3116,0.156,1.0186,0.2161,0.4795,10.1758,2411.104,0.2664,1.4185,0.2404,31.8776,1251.895,1.272136708,1.068,1,3.88,0.85,18.07562,22.60034
5785.7417,0.1525,1.0548,0.2187,0.5833,10.1667,2578.5335,0.2669,1.4079,0.2608,34.1135,1253.4155,1.697825759,0.704,0.75,4.408,0.3,10.42242,17.49631
5785.7417,0.1525,1.0548,0.2097,0.5833,10.1667,2578.5335,0.2669,1.4079,0.2608,34.1135,1253.4155,1.846227774,0.714,0.8,4.369,0.35,10.35061,17.59163
5785.7417,0.1525,1.0548,0.2098,0.5833,10.1667,2578.5335,0.2669,1.4079,0.2608,34.1135,1253.4155,0.822423531,1.077,0.95,3.731,0.55,9.25487,12.91035
5785.7417,0.1525,1.0548,0.244,0.583,10.1667,2574.7569,0.2669,1.4079,0.2608,34.1041,1253.3745,0.961938558,1.006,0.95,3.602,0.75,16.64552,21.98001
5785.7417,0.1525,1.0548,0.2185,0.5833,10.1667,2593.5539,0.2669,1.4079,0.2608,34.1135,1253.4155,3.124205847,0.695,0.75,4.122,0.45,14.33981,24.00753
5856.6446,0.1555,1.1974,0.2426,0.4624,10.1083,2672.709,0.2934,2.0242,0.2402,31.7359,1256.3037,2.159297593,0.726,0.8,3.609,0.6,17.59417,27.46404
5783.4077,0.1581,1.0069,0.2473,0.5697,10.1115,2694.746,0.266,1.4151,0.2629,34.0984,1257.8059,1.463882559,0.841,0.85,4.103,0.45,17.91455,25.74104
5785.7417,0.1548,1.0548,0.2187,0.5683,10.1667,2578.5335,0.2638,1.4151,0.2608,34.1135,1253.4155,1.738274206,0.767,0.8,4.224,0.45,16.60159,25.52593
5846.727,0.1551,1.0098,0.2047,0.5803,10.2635,2688.1309,0.2628,2.0397,0.2608,31.8249,1215.9301,1.789634384,0.678,0.75,4.61,0.4,14.44583,23.93735
5852.3363,0.1591,1.174,0.2506,0.583,10.1104,2693.9651,0.2667,1.953,0.2703,31.8264,1259.5766,1.289314569,0.953,0.9,3.733,0.45,7.10256,11.36046
5827.9708,0.1548,1.0562,0.2186,0.4803,9.7322,2402.3923,0.3149,1.4174,0.2608,33.9298,1231.7826,1.146881435,0.964,0.95,3.723,0.75,21.047,27.17248
5857.2307,0.1627,1.194,0.2472,0.5051,10.1061,2693.2973,0.2943,2.0244,0.2703,31.7352,1257.7183,5.0869849,0.7,0.8,4.067,0.55,16.37618,25.53861
5785.7417,0.1548,1.0099,0.2443,0.5762,10.2629,2689.9869,0.2662,1.996,0.2608,31.7305,1252.4958,4.880671264,0.665,0.75,3.937,0.55,17.67842,29.40249
5846.727,0.1551,1.0098,0.2426,0.5803,10.2634,2573.1239,0.2628,2.0397,0.2608,31.8249,1215.9301,5.504153888,0.797,0.85,3.928,0.6,24.28315,34.5537
5785.4311,0.1549,1.1943,0.2474,0.4774,10.2022,2672.1459,0.3004,2.0242,0.2694,31.7368,1258.6185,0.489723669,1.166,0.95,4.634,0.55,8.91887,12.45397
5857.2307,0.1627,1.194,0.2472,0.5051,10.1061,2693.2973,0.2799,2.0244,0.2703,31.7352,1257.7183,2.982648276,0.824,0.85,3.849,0.6,15.98533,23.49365
5845.6946,0.1551,1.0098,0.2426,0.5803,9.727,2573.1239,0.2628,2.0527,0.2608,31.7337,1215.2854,8.972196632,0.628,0.7,4.629,0.2,7.61712,15.11665
5828.6186,0.1552,1.1813,0.2171,0.4797,10.0652,2407.9138,0.2587,1.4119,0.2623,33.7845,1231.4203,2.981159024,1.091,1,3.677,0.7,15.98453,21.19352
5857.2307,0.1627,1.194,0.2448,0.5051,10.1061,2693.2973,0.2943,2.0244,0.2703,31.7284,1257.5965,1.561292166,0.805,0.85,3.89,0.5,17.7779,27.45672
5785.7417,0.1548,1.0099,0.21,0.5764,10.2629,2693.1906,0.2662,1.996,0.2608,31.7695,1252.5368,5.032493203,0.65,0.75,4.521,0.4,14.97176,24.75465
5737.8521,0.1551,1.1973,0.2426,0.5523,9.9823,2667.5392,0.2629,2.0243,0.2391,31.7367,1256.3392,1.207361216,0.903,0.85,5.089,0.3,9.63924,15.02633
5855.5205,0.1632,1.1948,0.2502,0.5051,10.1061,2693.2973,0.2922,2.0244,0.27,31.7352,1257.4693,1.37526135,0.986,0.95,3.453,0.75,19.65901,25.5058
5856.6184,0.1627,1.1945,0.2472,0.5051,10.1061,2693.2973,0.2934,2.0244,0.2703,31.7352,1257.7183,1.54411382,0.821,0.85,3.83,0.7,18.29923,26.94324
5856.386,0.1589,1.174,0.2448,0.4759,10.1104,2671.1412,0.2667,2.0242,0.2704,31.8264,1259.1018,8.498621413,0.848,0.9,3.672,0.65,18.77653,27.38141
5856.386,0.155,1.1974,0.2426,0.5523,10.1083,2672.7128,0.2629,2.017,0.2402,31.7359,1258.3992,2.470635311,0.798,0.85,3.73,0.6,16.429,25.80017
5857.6572,0.155,1.1715,0.282,0.5504,10.1083,2672.709,0.2629,2.017,0.2402,31.7359,1258.3992,1.584549329,0.829,0.85,4.842,0.35,16.63341,25.25415
5856.6222,0.1549,1.1973,0.2427,0.541,10.2097,2663.5093,0.2629,2.0173,0.2408,31.7358,1256.6142,1.577011596,0.842,0.85,4.111,0.4,6.49645,11.29355
5783.4077,0.1581,1.0069,0.2443,0.5771,10.1641,2589.4891,0.266,1.4151,0.2629,34.1608,1253.4155,4.926426782,0.677,0.75,4.516,0.35,14.49385,23.8704
4552.5769,0.1554,1.0368,0.3361,0.5795,10.1005,2417.2501,0.268,1.5326,0.2624,31.713,1228.6108,1.276999143,0.941,0.85,5.172,0.35,7.4556,11.99454
4813.5842,0.1514,1.0849,0.3369,0.4925,10.3707,2509.6587,0.3122,1.9058,0.2626,32.4349,1230.3942,2.604990156,1.075,0.9,4.895,0.4,18.18178,24.05246
4503.2593,0.1408,1.0524,0.3682,0.4929,10.0414,2424.4234,0.2808,1.8282,0.2552,32.5163,1228.21,2.145266312,0.656,0.7,4.823,0.35,14.32196,25.85897
4333.9972,0.1515,1.0437,0.3262,0.4958,9.7352,2416.5428,0.2737,1.8382,0.2623,32.7124,1247.3628,1.899165899,0.615,0.7,4.511,0.5,10.54932,21.56692
4567.5053,0.1501,1.038,0.3704,0.5246,10.255,2421.1981,0.2675,1.4358,0.2614,36.5856,1271.1816,1.745499605,0.723,0.75,5.127,0.25,9.33357,16.83033
4349.1366,0.1406,1.0379,0.3433,0.545,10.0388,2420.7161,0.2679,1.4207,0.2606,36.7782,1227.8024,1.881291133,0.632,0.7,4.745,0.2,3.54614,7.57937
4638.5604,0.152,1.0858,0.3674,0.5794,10.2462,2625.0499,0.2647,1.8938,0.2613,32.2184,1228.83,1.451852541,0.855,0.85,4.405,0.55,12.14805,19.69598
4567.6046,0.1492,1.038,0.3601,0.4981,10.2404,2380.2405,0.2675,1.4358,0.2614,36.5575,1271.8791,1.350324114,0.722,0.7,4.927,0.2,6.92764,12.47819
4456.4352,0.1401,1.0371,0.3709,0.5795,9.8921,2395.4506,0.2649,1.3941,0.2688,36.5873,1231.9623,1.539466277,0.773,0.75,4.793,0.2,5.36183,9.26674
4313.1537,0.1515,1.0426,0.3262,0.5503,9.7352,2416.5428,0.2737,1.8377,0.2623,32.6223,1247.3628,2.194102833,0.537,0.65,5.217,0.3,14.89833,35.03702
