max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,SaftyDegree,TET,TIT,dece,JerkViolation,JerkExceededArea,avgJerk
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2899,1.6043,0.2321,35.2623,1308.9194,2.311472848,1.051,0.95,3.919,0.75,19.01558,24.81563
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2899,1.6043,0.2321,35.2623,1308.9194,-1.736780006,0,0,2.922,0.55,8.3524,11.95699
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,0.835931048,1.083,1,3.985,0.75,19.47341,25.44992
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2899,1.6043,0.2321,35.2623,1308.9194,0.695634744,1.101,1,3.876,0.8,18.5231,23.0259
5830.2295,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.262,1308.9194,-1.510878723,1.181,1,3.551,0.8,17.6985,22.1372
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2899,1.6043,0.2321,35.2623,1308.9194,1.018032295,1.019,0.95,3.928,0.85,19.76255,25.85006
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2899,1.6043,0.2321,35.2623,1308.9194,0.580288098,1.195,1.05,4.004,0.8,19.80925,24.53068
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,0.658715395,1.19,1.05,4.061,0.75,20.18593,24.81018
5830.2295,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.262,1308.9194,0.945975034,1.045,0.95,3.965,0.75,18.84801,24.60644
5830.2295,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.262,1308.9194,0.699587213,1.046,0.95,4,0.85,16.55655,22.07829
5830.2295,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.262,1308.9194,-1.3514709,0,0,3.128,0.85,11.90049,15.75556
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,-1.871971168,0,0,2.932,0.65,9.78933,13.81618
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,1.773961165,1.035,0.95,3.966,0.75,18.7412,24.46308
5830.2295,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.262,1308.9194,0.750447628,1.084,1,3.94,0.8,18.73209,24.52778
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,-2.104176038,2.761,1.95,2.981,0.6,9.37304,13.25672
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,1.44619714,0.835,0.85,3.959,0.7,19.48499,28.53611
5830.4367,0.1542,1.0061,0.2059,0.4663,8.0167,2241.2382,0.2903,1.6043,0.2321,35.2623,1308.9194,-0.169769296,1.147,1,4.021,0.75,18.9657,23.40138
4249.8345,0.151,1.0006,0.3349,0.3007,10.1408,2379.9829,0.2807,1.3645,0.2388,34.1127,1487.8807,1.002530362,0.851,0.8,5.148,0.65,11.87847,19.55809
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.473121803,0.875,0.8,4.692,0.75,12.70974,19.54631
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.394053496,0.739,0.75,4.453,0.6,9.62797,17.37328
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.303375319,0.805,0.8,4.781,0.6,11.67434,18.97081
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.69106669,0.813,0.8,4.507,0.65,10.58035,17.69582
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.925656099,0.829,0.8,4.762,0.7,8.1016,14.17372
4208.0253,0.1539,1.0179,0.3417,0.3006,10.3856,2380.4441,0.2621,1,0.2443,34.6625,1487.7916,1.508759335,0.822,0.85,3.902,0.75,6.81619,11.68826
4208.0253,0.1539,1.0179,0.3417,0.3006,10.3856,2380.4441,0.2621,1,0.2443,34.6625,1487.7916,1.526338894,0.914,0.85,4.074,0.45,6.26555,10.12457
4203.9346,0.1513,1.0006,0.3378,0.3006,10.3356,2380.8258,0.2639,1.1145,0.2444,34.1398,1488.1496,1.511444823,0.764,0.75,4.587,0.4,6.45702,11.62793
4249.9953,0.1468,1.0005,0.3286,0.3,9.9509,2381.0264,0.2724,1.3654,0.2427,34.1398,1509.4734,1.617379424,0.829,0.8,4.526,0.6,8.43423,14.44191
4207.958,0.1466,1.0006,0.338,0.3004,11.1687,2382.5986,0.2723,1.3851,0.2444,34.1398,1487.2687,1.907417209,0.563,0.7,3.847,0.55,6.61735,13.57666
4249.9953,0.1468,1.0005,0.3286,0.3,9.9509,2381.0264,0.2724,1.3654,0.2427,34.1398,1509.4734,1.71587208,0.829,0.8,4.519,0.65,10.63293,17.61788
4251.0587,0.1468,1.0005,0.3286,0.3003,9.9552,2381.0264,0.2578,1.3654,0.2427,34.1398,1509.4734,1.205303528,0.827,0.8,4.884,0.65,11.26551,18.59492
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,3.50070265,0.827,0.8,4.693,0.7,9.62379,16.34827
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.191800638,0.841,0.8,4.991,0.65,10.78626,17.90816
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.173661347,0.824,0.8,4.691,0.6,10.21034,16.94641
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.506685148,0.723,0.75,4.592,0.65,9.3763,17.02508
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.743552183,0.737,0.75,4.597,0.6,13.12251,22.66429
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.22308602,0.785,0.8,4.321,0.65,11.05539,18.27629
4208.0253,0.1539,1.0179,0.3417,0.3006,10.3856,2380.4441,0.239,1,0.2443,34.6703,1487.7916,1.527676235,0.921,0.85,4.518,0.4,9.49653,14.20324
4208.0253,0.1539,1.0179,0.3417,0.3006,10.3856,2380.4441,0.239,1,0.2443,34.6703,1487.7916,1.625546682,0.755,0.8,4.735,0.4,8.1485,14.22128
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.131303866,0.833,0.8,5.108,0.65,11.90993,19.51335
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.451355464,0.77,0.8,3.812,0.55,8.40469,14.42019
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.494105271,0.746,0.75,4.663,0.6,10.72499,18.96627
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.267659693,0.827,0.8,5.101,0.6,9.34367,15.73624
4211.6177,0.1511,1.0061,0.3417,0.3006,10.3855,2381.5915,0.2808,1.1705,0.2387,34.6662,1509.291,2.115431488,0.726,0.75,4.545,0.5,10.12728,17.79363
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,1.143187711,0.911,0.85,4.9,0.6,8.81435,13.3689
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.579983161,0.749,0.75,4.757,0.6,10.08461,16.88638
4249.8345,0.1511,1.0006,0.3349,0.3007,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.361343084,0.756,0.75,4.73,0.6,10.84489,19.16763
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.526438176,0.754,0.75,4.984,0.65,10.98597,18.21644
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.500404884,0.766,0.75,5.003,0.6,9.49243,17.01574
4207.9537,0.1539,1.0082,0.3412,0.3004,9.947,2409.2928,0.3712,1,0.2318,34.6611,1487.2656,2.821118731,0.738,0.75,4.721,0.4,8.51339,14.86073
4203.2013,0.1612,1.0169,0.3417,0.302,10.3789,2381.0872,0.3637,1.3022,0.2555,34.1343,1509.4735,2.34186896,0.81,0.8,4.64,0.65,9.60682,16.24066
4306.291,0.1614,1.0162,0.3421,0.3493,11.1392,2384.4055,0.3804,1.1307,0.2555,34.6729,1509.4743,1.338701945,0.894,0.85,4.734,0.65,9.15925,14.64666
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.627443008,0.798,0.8,4.688,0.6,12.78112,20.53988
4207.9578,0.1468,1.0006,0.3378,0.3002,9.9643,2380.8258,0.2281,1.3655,0.2427,34.1398,1488.1534,1.598311537,0.703,0.75,5.186,0.55,10.59336,18.7845
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,1.092115292,0.911,0.85,4.916,0.65,8.90034,13.43348
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,3.127898625,0.631,0.7,4.295,0.4,6.09046,11.93698
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,0.777350898,0.996,0.9,4.778,0.6,9.13624,13.68544
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.789085538,0.206,0.25,3.914,0.6,12.22555,19.94268
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.133104767,0.841,0.8,4.696,0.65,11.56707,18.94514
4207.9537,0.1539,1.0082,0.3412,0.3004,10.3841,2380.4432,0.3949,1,0.2318,34.6612,1487.2656,2.075004955,0.825,0.8,4.48,0.4,6.58651,11.11501
4205.9043,0.1614,1.0937,0.3421,0.3001,10.2667,2384.4055,0.3801,1.1271,0.2444,34.6521,1509.4743,0.988904033,0.92,0.85,4.562,0.6,8.16175,13.27422
4207.958,0.1513,1.0006,0.3378,0.3045,11.1687,2380.8258,0.2807,1.3851,0.2444,34.1398,1488.0632,1.758558607,0.747,0.75,4.935,0.65,7.52932,14.18357
4207.958,0.1513,1.0006,0.3378,0.3045,11.1687,2380.8258,0.2807,1.3851,0.2444,34.1398,1488.0632,3.132782876,0.796,0.8,5.01,0.6,11.07047,18.16943
4207.958,0.1513,1.0014,0.338,0.3,11.1687,2382.9764,0.276,1.3851,0.2444,34.1398,1487.2687,1.821730004,0.727,0.75,4.911,0.55,11.34429,20.00879
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,1.83233496,0.575,0.6,4.426,0.5,7.46611,13.82408
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,2.857732243,0.731,0.75,4.722,0.4,5.87404,10.7764
4208.0121,0.1514,1.0006,0.342,0.3006,9.9496,2380.5119,0.2982,1.0643,0.2442,34.6746,1490.4203,1.814776604,0.613,0.65,4.27,0.55,9.92587,17.67898
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.853490528,0.716,0.75,4.702,0.6,10.02378,17.86958
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,0.74951482,0.999,0.9,4.637,0.8,9.7469,14.78363
4211.8569,0.155,1.0899,0.3433,0.3061,10.3124,2384.3597,0.3267,1.1386,0.2489,34.6737,1509.6178,1.983118156,0.74,0.75,4.546,0.55,8.20465,15.06534
4209.045,0.1576,1.0007,0.3416,0.3045,11.1687,2410.2732,0.2807,1.3851,0.2444,34.1398,1506.8979,1.4161837,0.744,0.75,4.746,0.65,7.58012,14.26172
4207.958,0.1513,1.0006,0.3378,0.3045,11.1687,2380.8258,0.2807,1.3851,0.2444,34.1398,1488.0632,1.385916429,0.816,0.8,5.111,0.55,9.49048,15.9298
4207.958,0.1513,1.0006,0.3378,0.3045,11.1687,2380.8258,0.2807,1.3851,0.2444,34.1398,1488.0632,2.056370271,0.756,0.75,4.512,0.6,11.91458,19.61779
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,1.887045442,0.598,0.7,4.564,0.4,2.85556,7.45465
4204.3577,0.1539,1.0094,0.3354,0.3006,10.3856,2398.9706,0.2807,1,0.2454,35.1355,1500.6449,2.800900095,0.714,0.75,4.615,0.5,7.26679,13.55362
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,3.450072036,0.164,0.2,4.536,0.55,6.55689,12.51124
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.701392328,0.808,0.8,4.875,0.6,10.94833,18.0271
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.927808738,0.728,0.75,4.392,0.6,9.51859,17.21308
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.697339794,0.667,0.7,5.109,0.55,9.43851,16.90417
4209.045,0.1576,1.0007,0.3416,0.3045,11.1687,2410.2732,0.2807,1.3851,0.2444,34.1398,1506.8979,1.225322743,0.83,0.8,4.826,0.7,9.23285,15.78978
4249.8345,0.1466,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1497.1398,3.56375552,0.785,0.8,3.928,0.6,7.35128,12.99842
4201.3567,0.1452,1.0024,0.3416,0.3006,9.805,2380.481,0.2805,1.0487,0.2404,34.6777,1488.5304,1.926550029,0.73,0.8,3.816,0.65,7.60236,13.34474
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.900947147,0.663,0.7,5.449,0.55,9.57469,18.481
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.35912898,0.832,0.85,4.031,0.7,7.82886,12.99926
4249.8345,0.1511,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.568820593,0.808,0.8,4.944,0.65,10.54513,17.60833
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.542215698,0.754,0.75,4.675,0.65,9.51113,17.2325
4249.8345,0.1466,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1497.1398,1.513904352,0.91,0.85,4.468,0.7,8.62549,14.09653
4249.8345,0.1466,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1497.1398,1.05110325,0.851,0.8,4.794,0.6,8.38682,14.39882
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.517337473,0.674,0.7,4.73,0.6,11.19575,19.78726
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.572472608,0.905,0.85,4.222,0.7,11.5783,17.93279
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,0.775592125,0.991,0.9,4.701,0.8,14.70661,20.98327
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.419670652,0.736,0.75,4.696,0.6,8.77313,15.91172
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.084496359,0.805,0.8,4.724,0.7,12.46318,20.40455
4249.8345,0.1466,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1497.1398,1.175030551,1.028,0.9,5.22,0.7,11.73412,17.08602
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.971703389,0.813,0.8,5.052,0.6,9.68163,16.18168
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,3.000751826,0.737,0.75,4.382,0.6,10.16833,18.16665
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.976554906,0.826,0.8,4.663,0.6,9.81517,16.50786
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.441454718,0.788,0.8,4.01,0.55,7.53462,13.11822
4249.8345,0.1466,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1497.1398,1.239825467,0.206,0.25,1.893,0.65,12.05533,19.65619
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.202087094,0.689,0.75,3.862,0.55,6.68809,12.80993
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.236518731,0.827,0.8,5.028,0.7,11.81328,18.27122
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.496156285,0.882,0.85,4.906,0.75,9.135,14.78
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.85996671,0.677,0.7,4.796,0.65,11.1768,19.79507
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.94876829,0.855,0.8,4.613,0.75,10.48937,16.58582
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,2.318654276,0.806,0.8,4.549,0.65,8.98738,15.25865
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.027705294,0.914,0.85,5.032,0.75,10.11326,16.08434
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.806882148,0.739,0.8,3.621,0.55,6.46308,12.45839
4249.8345,0.151,1.0006,0.3349,0.3006,10.1408,2381.02,0.2807,1.3645,0.2388,34.1127,1488.0519,1.836915931,0.761,0.8,3.85,0.65,8.60178,14.83666
4249.8345,0.151,1.0006,0.3349,0.3006,9.9895,2381.02,0.2807,1.3645,0.2398,34.1127,1488.0519,1.644481282,0.843,0.8,5.032,0.65,10.20253,17.06791
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7146,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,2.327361478,0.889,0.85,4.168,0.65,15.25943,22.81253
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7959,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.938516293,0.642,0.7,5.142,0.3,7.23516,14.63934
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7959,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,2.387436149,0.674,0.7,4.951,0.25,6.25116,11.56307
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7959,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.409870204,0.828,0.8,4.854,0.35,8.3439,13.26712
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.262650659,0.866,0.8,4.843,0.35,8.1989,13.05766
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.624077425,0.744,0.75,4.756,0.45,18.54545,30.4792
4294.8839,0.1395,1,0.2462,0.4665,9.7441,2389.8919,0.2713,1,0.2367,34.1425,1231.3251,1.864284593,0.65,0.75,4.134,0.55,6.76359,13.82973
4294.8839,0.1395,1,0.2462,0.4665,9.7441,2389.8919,0.2713,1,0.2367,34.1425,1231.3251,1.319762424,0.971,0.9,4.537,0.4,6.85335,10.56113
4294.8839,0.1395,1,0.2462,0.4665,9.7441,2389.8919,0.2713,1,0.2367,34.1425,1231.3251,1.619788034,0.77,0.8,4.302,0.5,6.30767,11.93515
4294.996,0.1502,1.0011,0.2363,0.4827,9.7386,2382.385,0.2712,1.5707,0.2325,34.1425,1230.9912,1.783725335,0.582,0.65,4.71,0.4,14.5285,28.58337
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,1.560999745,0.761,0.75,4.731,0.5,19.25401,31.76525
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,9.072493812,0.78,0.75,4.902,0.45,18.34453,30.17328
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,2.979059908,0.841,0.8,4.89,0.35,8.50738,13.49692
4499.6355,0.1395,1.0008,0.2491,0.4927,9.6181,2423.4813,0.2815,1.6284,0.2308,34.1425,1243.5745,1.540431197,0.756,0.75,4.864,0.3,9.99936,16.62972
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7959,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,2.602214765,0.762,0.75,4.855,0.45,18.26174,30.04414
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7959,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.851202926,0.69,0.7,4.932,0.3,15.94799,28.15763
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.634929086,0.684,0.7,4.993,0.2,6.54991,12.07944
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.325447965,0.857,0.8,4.68,0.35,10.25173,15.9829
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.427072212,0.812,0.8,5.072,0.35,19.38603,31.3901
4329.1848,0.1395,1,0.2462,0.4664,9.7441,2383.3509,0.2116,1,0.2304,34.1425,1231.1659,1.933401216,0.664,0.75,4.258,0.5,6.07692,12.55483
4470.0426,0.1424,1.0001,0.2848,0.4665,9.735,2398.214,0.2063,1.0034,0.2306,34.1425,1210.9374,1.579666648,0.849,0.85,4.43,0.55,8.19452,14.05221
4490.7108,0.1424,1.0001,0.2561,0.4666,9.7387,2383.2153,0.2118,1.4621,0.2451,34.1425,1230.3958,3.813153096,0.821,0.8,4.923,0.35,8.50655,13.51278
4470.0426,0.1424,1.0014,0.2848,0.4672,9.735,2384.6851,0.2115,1.6235,0.2309,34.1425,1231.0469,0.915756986,0.98,0.85,5.005,0.35,10.2464,15.08248
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,1.517361219,0.759,0.75,5.135,0.4,18.0959,29.59863
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,1.392252191,0.76,0.75,4.949,0.3,7.30677,12.51504
4494.1598,0.1401,1.0368,0.2361,0.475,9.7262,2391.4148,0.2787,1.2626,0.2324,34.2983,1261.5302,1.245598176,0.906,0.85,4.821,0.55,15.69683,24.63243
4291.9959,0.1394,1.0001,0.2469,0.4937,9.6146,2383.2149,0.2783,1,0.2308,34.1425,1237.7374,1.690308265,0.791,0.8,4.631,0.25,4.19369,7.48026
4499.6355,0.1395,1.0015,0.2489,0.4935,9.7151,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,4.526425766,0.706,0.7,5.113,0.35,13.64472,24.43246
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,4.768915468,0.8,0.8,4.204,0.65,15.86352,25.19607
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.293598199,0.855,0.8,4.649,0.5,18.98291,29.11732
4499.6355,0.1395,1.0008,0.2489,0.4935,9.7167,2423.4813,0.2816,1.6284,0.2308,34.1425,1243.5745,1.178299263,0.967,0.9,4.068,0.75,15.82697,22.32828
4295.9061,0.1394,1.0001,0.2469,0.4935,9.4102,2383.6881,0.2783,1,0.2308,34.1425,1237.7418,1.795922043,0.714,0.75,4.597,0.2,3.07823,6.03713
4488.1606,0.1395,1.0015,0.2489,0.4932,9.6535,2383.2153,0.21,1.4119,0.2308,34.1429,1232.4474,2.036389543,0.969,0.9,5.192,0.3,6.33105,10.25279
4470.0426,0.1424,1.0014,0.2848,0.4672,9.735,2384.6851,0.2115,1.6235,0.2309,34.1425,1231.0469,1.582937506,0.746,0.75,5.099,0.4,16.49922,27.14008
4470.0426,0.1424,1.0014,0.2848,0.4672,9.735,2384.6851,0.2115,1.6235,0.2309,34.1425,1231.0469,2.620355556,0.677,0.7,4.976,0.4,13.65966,24.66383
4525.1806,0.1424,1.0001,0.2489,0.4672,9.7387,2383.2153,0.2115,1.6351,0.2451,34.1425,1230.3958,1.197711879,0.849,0.8,4.792,0.5,19.15172,29.35751
4291.9959,0.1394,1.0001,0.2469,0.4937,9.6146,2383.2149,0.2783,1,0.2308,34.1425,1237.7374,1.304255009,0.897,0.85,4.516,0.35,5.98115,9.23596
4291.9959,0.1394,1.0001,0.2469,0.4937,9.6146,2383.2149,0.2783,1,0.2308,34.1425,1237.7374,1.599883816,0.778,0.8,4.289,0.5,6.58644,12.36191
4291.9959,0.1394,1.0001,0.2469,0.4937,9.6146,2383.2149,0.2783,1,0.2308,34.1425,1237.7374,1.847277953,0.855,0.9,4.831,0.25,5.86481,10.07619
4494.7331,0.1395,1.0024,0.2361,0.4796,9.7959,2398.1732,0.2847,1.568,0.2325,34.1425,1242.8861,1.585369694,0.693,0.7,4.739,0.3,7.83504,14.40167
